[2026-09-12 21:50:20]	[CDH] shell attached 
[2026-09-12 21:51:02]	[CDH] R3 sendRequest EXPAND far -> true plotNow=[] before={"pop":15,"rural":8,"pending":0,"net":{"FOOD":23,"PRODUCTION":3.8,"GOLD":0.4,"SCIENCE":5.3,"CULTURE":1,"HAPPINESS":-15}} after={"pop":16,"rural":9,"pending":1,"net":{"FOOD":23,"PRODUCTION":3.8,"GOLD":0.4,"SCIENCE":5.3,"CULTURE":1,"HAPPINESS":-15}} 
[2026-09-12 21:51:06]	[CDH] R3 CONTROL offered 85,19 ring=1 -> true plotNow=["IMPROVEMENT_FISHING_BOAT"] after={"pop":16,"rural":9,"pending":0,"net":{"FOOD":24,"PRODUCTION":4.8,"GOLD":2.3,"SCIENCE":6.3,"CULTURE":1.2,"HAPPINESS":-14}} 
[2026-09-12 21:51:06]	[CDH] R3 VERDICT FAR-EXPAND-REJECTED(control placed) 
[2026-09-12 21:51:10]	[CulturalDiffusion] buffer 86,16 sent; pending confirmation next pass 
[2026-09-12 21:51:10]	[CulturalDiffusion] buffer 85,16 sent; pending confirmation next pass 
[2026-09-12 21:51:10]	[CulturalDiffusion] buffer: +2 tile(s) adjacent to rural growth at 85,17 
[2026-09-12 21:51:14]	[CDH] R4 CONTROL 85,17 ring=3 terrain={"ter":"TERRAIN_FLAT","feat":null,"res":null,"bio":"BIOME_DESERT"} where={"owner":0,"city":458757} create IMPROVEMENT_POTKOP -> plotNow=["IMPROVEMENT_POTKOP"] before={"pop":15,"rural":8,"pending":0,"net":{"FOOD":22,"PRODUCTION":4.8,"GOLD":2,"SCIENCE":6.3,"CULTURE":1.2,"HAPPINESS":-14}} after={"pop":16,"rural":9,"pending":0,"net":{"FOOD":24,"PRODUCTION":4.8,"GOLD":2.3,"SCIENCE":6.3,"CULTURE":1.2,"HAPPINESS":-14}} 
[2026-09-12 21:51:19]	[CDH] R4 FAR-PICK 87,24 ring=4 terrain={"ter":"TERRAIN_HILL","feat":null,"res":null,"bio":"BIOME_TROPICAL"} where={"owner":0,"city":458757} create IMPROVEMENT_MINE -> plotNow=[] before={"pop":16,"rural":9,"pending":0,"net":{"FOOD":24,"PRODUCTION":4.8,"GOLD":2.3,"SCIENCE":6.3,"CULTURE":1.2,"HAPPINESS":-14}} after={"pop":16,"rural":9,"pending":0,"net":{"FOOD":24,"PRODUCTION":4.8,"GOLD":2.3,"SCIENCE":6.3,"CULTURE":1.2,"HAPPINESS":-14}} 
[2026-09-12 21:51:24]	[CDH] R4 FAR-COPY 87,24 ring=4 terrain={"ter":"TERRAIN_HILL","feat":null,"res":null,"bio":"BIOME_TROPICAL"} where={"owner":0,"city":458757} create IMPROVEMENT_POTKOP -> plotNow=[] before={"pop":16,"rural":9,"pending":0,"net":{"FOOD":24,"PRODUCTION":4.8,"GOLD":2.3,"SCIENCE":6.3,"CULTURE":1.2,"HAPPINESS":-14}} after={"pop":16,"rural":9,"pending":0,"net":{"FOOD":24,"PRODUCTION":4.8,"GOLD":2.3,"SCIENCE":6.3,"CULTURE":1.2,"HAPPINESS":-14}} 
[2026-09-12 21:51:28]	[CDH] R4 FAR-PICK 86,24 ring=4 terrain={"ter":"TERRAIN_FLAT","feat":"FEATURE_SAVANNA_WOODLAND","res":null,"bio":"BIOME_PLAINS"} where={"owner":0,"city":458757} create IMPROVEMENT_WOODCUTTER -> plotNow=[] before={"pop":16,"rural":9,"pending":0,"net":{"FOOD":24,"PRODUCTION":4.8,"GOLD":2.3,"SCIENCE":6.3,"CULTURE":1.2,"HAPPINESS":-14}} after={"pop":16,"rural":9,"pending":0,"net":{"FOOD":24,"PRODUCTION":4.8,"GOLD":2.3,"SCIENCE":6.3,"CULTURE":1.2,"HAPPINESS":-14}} 
[2026-09-12 21:51:33]	[CDH] R4 FAR-COPY 86,24 ring=4 terrain={"ter":"TERRAIN_FLAT","feat":"FEATURE_SAVANNA_WOODLAND","res":null,"bio":"BIOME_PLAINS"} where={"owner":0,"city":458757} create IMPROVEMENT_POTKOP -> plotNow=[] before={"pop":16,"rural":9,"pending":0,"net":{"FOOD":24,"PRODUCTION":4.8,"GOLD":2.3,"SCIENCE":6.3,"CULTURE":1.2,"HAPPINESS":-14}} after={"pop":16,"rural":9,"pending":0,"net":{"FOOD":24,"PRODUCTION":4.8,"GOLD":2.3,"SCIENCE":6.3,"CULTURE":1.2,"HAPPINESS":-14}} 
[2026-09-12 21:51:33]	[CDH] R4 VERDICT control=RECREATED(IMPROVEMENT_POTKOP) far=["87,24 pick IMPROVEMENT_MINE: REJECTED","87,24 copy IMPROVEMENT_POTKOP: REJECTED","86,24 pick IMPROVEMENT_WOODCUTTER: REJECTED","86,24 copy IMPROVEMENT_POTKOP: REJECTED"] 
[2026-09-12 21:51:37]	[CDH] R7 SEED 83,32 rival=3 rivalCity=‘Ewa d=3 ourCity=Megiddo atWar=true rivalTouches=true write=set where={"owner":0,"city":327683} 
[2026-09-12 21:51:37]	[CDH] ACTIONS done; ending turns (no culture seeding: natural pace) 
[2026-09-12 21:51:48]	Tutorial: Autoplay started, auto-marking complete any active items. 
[2026-09-12 21:51:53]	Unhandled Promise Rejection: Timeout 5000ms exceeded for waitUntilValue on ..  Re-run with inspector attached for callstack. 
[2026-09-12 21:51:53]	Unhandled Promise Rejection: Timeout 5000ms exceeded for waitUntilValue on ..  Re-run with inspector attached for callstack. 
[2026-09-12 21:51:56]	[CulturalDiffusion] notify: (86,16) unowned -> player 0 
[2026-09-12 21:51:56]	[CulturalDiffusion] pending 86,16 claim confirmed on the live map 
[2026-09-12 21:51:56]	[CulturalDiffusion] notify: (85,16) unowned -> player 0 
[2026-09-12 21:51:56]	[CulturalDiffusion] pending 85,16 claim confirmed on the live map 
[2026-09-12 21:51:56]	[CulturalDiffusion] inject 92,32 civ=0 culture=39.6 vitality=57.1 strength=83.9 stock=10 cap=167801.6 
[2026-09-12 21:51:56]	[CulturalDiffusion] inject 87,32 civ=0 culture=13 vitality=33.85 strength=33.87 stock=10 cap=67746.06 
[2026-09-12 21:51:56]	[CulturalDiffusion] inject 84,35 civ=0 culture=1 vitality=24.1 strength=5.68 stock=10 cap=11354.85 
[2026-09-12 21:51:56]	[CulturalDiffusion] inject 93,26 civ=0 culture=13 vitality=23.9 strength=29.99 stock=10 cap=59976.03 
[2026-09-12 21:51:56]	[CulturalDiffusion] inject 86,20 civ=0 culture=0 vitality=12.46 strength=0 stock=0 cap=0 
[2026-09-12 21:51:56]	[CulturalDiffusion] inject 90,37 civ=3 culture=5 vitality=22.65 strength=10.85 stock=10 cap=21707.14 
[2026-09-12 21:51:56]	[CulturalDiffusion] inject 82,23 civ=3 culture=5 vitality=16.35 strength=9.68 stock=10 cap=19366.9 
[2026-09-12 21:51:56]	[CulturalDiffusion] inject 81,18 civ=3 culture=8 vitality=28.45 strength=15.96 stock=10 cap=31910.64 
[2026-09-12 21:51:56]	[CulturalDiffusion] inject 80,31 civ=3 culture=3 vitality=13.85 strength=6.56 stock=10 cap=13110.96 
[2026-09-12 21:51:56]	[CulturalDiffusion] frontier city=65536 ring=4 best=0 bar=300 over=0/23 centre=10 
[2026-09-12 21:51:56]	[CulturalDiffusion] frontier city=196609 ring=4 best=379 bar=300 over=1/24 centre=10 
[2026-09-12 21:51:56]	[CulturalDiffusion] frontier city=327683 ring=4 best=36.3 bar=300 over=0/24 centre=10 
[2026-09-12 21:51:56]	[CulturalDiffusion] frontier city=393220 ring=4 best=0 bar=300 over=0/19 centre=10 
[2026-09-12 21:51:56]	[CulturalDiffusion] frontier city=458757 ring=4 best=0 bar=300 over=0/24 centre=0 
[2026-09-12 21:51:56]	[CulturalDiffusion] state bytes=521 field=15 claims=2 locked=2 passMs=14 
[2026-09-12 21:51:56]	[CulturalDiffusion] pass: 0 flip(s), 0 pending, 0 ceded, 0 receded, confirmed 2 claim/0 cede/0 release (0 dropped), 0 orphan(s) healed, 1 inner tile(s) released to base game, 15 active field tile(s) 
[2026-09-12 21:51:56]	[CulturalDiffusion] pass (turn 137): flips=0 field tiles=7 
[2026-09-12 21:52:01]	[CDH] TURN n=2 turn=137 cd={"bytes":521,"field":15,"claims":2,"pending":0,"recede":{"k":"83,32","owner":0,"city":327683,"claim":null,"pending":null}} far=[{"k":"88,24","types":[]},{"k":"87,24","types":[]},{"k":"86,24","types":[]}] 
[2026-09-12 21:52:12]	Tutorial: Autoplay started, auto-marking complete any active items. 
[2026-09-12 21:52:23]	[CulturalDiffusion] inject 92,32 civ=0 culture=39.6 vitality=58.33 strength=66.22 stock=99.6 cap=132430.17 
[2026-09-12 21:52:23]	[CulturalDiffusion] inject 87,32 civ=0 culture=13 vitality=33.85 strength=26.53 stock=51 cap=53069.94 
[2026-09-12 21:52:23]	[CulturalDiffusion] inject 84,35 civ=0 culture=1 vitality=17.36 strength=3.97 stock=23.36 cap=7930.57 
[2026-09-12 21:52:23]	[CulturalDiffusion] inject 93,26 civ=0 culture=13 vitality=25.13 strength=23.91 stock=47.78 cap=47812.36 
[2026-09-12 21:52:23]	[CulturalDiffusion] inject 86,20 civ=0 culture=0 vitality=12.46 strength=0 stock=0 cap=0 
[2026-09-12 21:52:23]	[CulturalDiffusion] inject 90,37 civ=3 culture=5 vitality=22.65 strength=10.61 stock=31.5 cap=21225.77 
[2026-09-12 21:52:23]	[CulturalDiffusion] inject 82,23 civ=3 culture=5 vitality=16.35 strength=9.47 stock=30.1 cap=18937.42 
[2026-09-12 21:52:23]	[CulturalDiffusion] inject 81,18 civ=3 culture=8 vitality=28.45 strength=15.6 stock=37.61 cap=31203.01 
[2026-09-12 21:52:23]	[CulturalDiffusion] inject 80,31 civ=3 culture=3 vitality=13.85 strength=6.41 stock=26.35 cap=12820.22 
[2026-09-12 21:52:23]	[CulturalDiffusion] frontier city=65536 ring=4 best=0 bar=300 over=0/23 centre=99.6 
[2026-09-12 21:52:23]	[CulturalDiffusion] frontier city=196609 ring=4 best=359.05 bar=300 over=1/24 centre=51 
[2026-09-12 21:52:23]	[CulturalDiffusion] frontier city=327683 ring=4 best=67.88 bar=300 over=0/24 centre=23.36 
[2026-09-12 21:52:23]	[CulturalDiffusion] frontier city=393220 ring=4 best=0 bar=300 over=0/19 centre=47.78 
[2026-09-12 21:52:23]	[CulturalDiffusion] frontier city=458757 ring=4 best=0 bar=300 over=0/24 centre=0 
[2026-09-12 21:52:23]	[CulturalDiffusion] state bytes=1006 field=25 claims=2 locked=2 passMs=13 
[2026-09-12 21:52:23]	[CulturalDiffusion] pass: 0 flip(s), 0 pending, 0 ceded, 0 receded, confirmed 0 claim/0 cede/0 release (0 dropped), 0 orphan(s) healed, 0 inner tile(s) released to base game, 25 active field tile(s) 
[2026-09-12 21:52:23]	[CulturalDiffusion] pass (turn 138): flips=0 field tiles=13 
[2026-09-12 21:52:27]	[CDH] TURN n=3 turn=138 cd={"bytes":1006,"field":25,"claims":2,"pending":0,"recede":{"k":"83,32","owner":0,"city":327683,"claim":null,"pending":null}} far=[{"k":"88,24","types":[]},{"k":"87,24","types":[]},{"k":"86,24","types":[]}] 
[2026-09-12 21:52:39]	Tutorial: Autoplay started, auto-marking complete any active items. 
[2026-09-12 21:52:46]	[CulturalDiffusion] inject 92,32 civ=0 culture=41.8 vitality=57.59 strength=67.29 stock=363.69 cap=134572.4 
[2026-09-12 21:52:46]	[CulturalDiffusion] inject 87,32 civ=0 culture=15 vitality=31.85 strength=28.09 stock=135.15 cap=56187.48 
[2026-09-12 21:52:46]	[CulturalDiffusion] inject 84,35 civ=0 culture=1 vitality=16.29 strength=3.82 stock=38.34 cap=7642.6 
[2026-09-12 21:52:46]	[CulturalDiffusion] inject 93,26 civ=0 culture=13 vitality=26.78 strength=24.09 stock=118.88 cap=48179.3 
[2026-09-12 21:52:46]	[CulturalDiffusion] inject 86,20 civ=0 culture=0 vitality=11.28 strength=0 stock=0 cap=0 
[2026-09-12 21:52:46]	[CulturalDiffusion] inject 90,37 civ=3 culture=5 vitality=22.65 strength=5.86 stock=51.65 cap=11710.48 
[2026-09-12 21:52:46]	[CulturalDiffusion] inject 82,23 civ=3 culture=5 vitality=17.35 strength=5.33 stock=48.92 cap=10667.33 
[2026-09-12 21:52:46]	[CulturalDiffusion] inject 81,18 civ=3 culture=8 vitality=29.45 strength=8.71 stock=65.42 cap=17424.43 
[2026-09-12 21:52:46]	[CulturalDiffusion] inject 80,31 civ=3 culture=3 vitality=13.85 strength=3.54 stock=41.06 cap=7073.05 
[2026-09-12 21:52:46]	[CulturalDiffusion] frontier city=65536 ring=4 best=0 bar=300 over=0/23 centre=363.69 
[2026-09-12 21:52:46]	[CulturalDiffusion] frontier city=196609 ring=4 best=340.1 bar=300 over=1/24 centre=135.15 
[2026-09-12 21:52:46]	[CulturalDiffusion] frontier city=327683 ring=4 best=135.15 bar=300 over=0/24 centre=38.34 
[2026-09-12 21:52:46]	[CulturalDiffusion] frontier city=393220 ring=4 best=0 bar=300 over=0/19 centre=118.88 
[2026-09-12 21:52:46]	[CulturalDiffusion] frontier city=458757 ring=4 best=0 bar=300 over=0/24 centre=0 
[2026-09-12 21:52:46]	[CulturalDiffusion] state bytes=1072 field=27 claims=2 locked=2 passMs=8 
[2026-09-12 21:52:46]	[CulturalDiffusion] pass: 0 flip(s), 0 pending, 0 ceded, 0 receded, confirmed 0 claim/0 cede/0 release (0 dropped), 0 orphan(s) healed, 0 inner tile(s) released to base game, 27 active field tile(s) 
[2026-09-12 21:52:46]	[CulturalDiffusion] pass (turn 139): flips=0 field tiles=13 
[2026-09-12 21:52:51]	[CDH] TURN n=4 turn=139 cd={"bytes":1072,"field":27,"claims":2,"pending":0,"recede":{"k":"83,32","owner":0,"city":327683,"claim":null,"pending":null}} far=[{"k":"88,24","types":[]},{"k":"87,24","types":[]},{"k":"86,24","types":[]}] 
[2026-09-12 21:53:03]	Tutorial: Autoplay started, auto-marking complete any active items. 
[2026-09-12 21:53:10]	[CulturalDiffusion] inject 92,32 civ=0 culture=41.8 vitality=60.49 strength=67.12 stock=850.23 cap=134233.91 
[2026-09-12 21:53:10]	[CulturalDiffusion] inject 87,32 civ=0 culture=15 vitality=31.85 strength=27.55 stock=261.42 cap=55090.67 
[2026-09-12 21:53:10]	[CulturalDiffusion] inject 84,35 civ=0 culture=1 vitality=16.29 strength=3.75 stock=54.41 cap=7493.41 
[2026-09-12 21:53:10]	[CulturalDiffusion] inject 93,26 civ=0 culture=13 vitality=26.78 strength=23.62 stock=221.68 cap=47238.8 
[2026-09-12 21:53:10]	[CulturalDiffusion] inject 86,20 civ=0 culture=0 vitality=11.28 strength=0 stock=0 cap=0 
[2026-09-12 21:53:10]	[CulturalDiffusion] inject 90,37 civ=3 culture=5 vitality=22.65 strength=5.85 stock=74.36 cap=11706.47 
[2026-09-12 21:53:10]	[CulturalDiffusion] inject 82,23 civ=3 culture=5 vitality=20.15 strength=5.62 stock=70.7 cap=11236.95 
[2026-09-12 21:53:10]	[CulturalDiffusion] inject 81,18 civ=3 culture=8 vitality=33.25 strength=9.09 stock=99.62 cap=18174.27 
[2026-09-12 21:53:10]	[CulturalDiffusion] inject 80,31 civ=3 culture=3 vitality=14.85 strength=3.62 stock=79.34 cap=7245.27 
[2026-09-12 21:53:10]	[CulturalDiffusion] frontier city=65536 ring=4 best=19.7 bar=300 over=0/23 centre=850.23 
[2026-09-12 21:53:10]	[CulturalDiffusion] frontier city=196609 ring=4 best=322.09 bar=300 over=1/24 centre=261.42 
[2026-09-12 21:53:10]	[CulturalDiffusion] frontier city=327683 ring=4 best=261.42 bar=300 over=0/24 centre=54.41 
[2026-09-12 21:53:10]	[CulturalDiffusion] frontier city=393220 ring=4 best=0 bar=300 over=0/19 centre=221.68 
[2026-09-12 21:53:10]	[CulturalDiffusion] frontier city=458757 ring=4 best=0 bar=300 over=0/24 centre=0 
[2026-09-12 21:53:10]	[CulturalDiffusion] state bytes=1402 field=36 claims=2 locked=2 passMs=10 
[2026-09-12 21:53:10]	[CulturalDiffusion] pass: 0 flip(s), 0 pending, 0 ceded, 0 receded, confirmed 0 claim/0 cede/0 release (0 dropped), 0 orphan(s) healed, 0 inner tile(s) released to base game, 36 active field tile(s) 
[2026-09-12 21:53:10]	[CulturalDiffusion] pass (turn 140): flips=0 field tiles=16 
[2026-09-12 21:53:15]	[CDH] TURN n=5 turn=140 cd={"bytes":1402,"field":36,"claims":2,"pending":0,"recede":{"k":"83,32","owner":0,"city":327683,"claim":null,"pending":null}} far=[{"k":"88,24","types":[]},{"k":"87,24","types":[]},{"k":"86,24","types":[]}] 
[2026-09-12 21:53:26]	Tutorial: Autoplay started, auto-marking complete any active items. 
[2026-09-12 21:53:37]	[CulturalDiffusion] inject 92,32 civ=0 culture=41.8 vitality=60.49 strength=66.59 stock=1568.69 cap=133173.49 
[2026-09-12 21:53:37]	[CulturalDiffusion] inject 87,32 civ=0 culture=15 vitality=31.85 strength=27.33 stock=428.47 cap=54655.46 
[2026-09-12 21:53:37]	[CulturalDiffusion] inject 84,35 civ=0 culture=1 vitality=16.29 strength=3.72 stock=71.31 cap=7434.21 
[2026-09-12 21:53:37]	[CulturalDiffusion] inject 93,26 civ=0 culture=13 vitality=26.78 strength=23.43 stock=354.72 cap=46865.63 
[2026-09-12 21:53:37]	[CulturalDiffusion] inject 86,20 civ=0 culture=0 vitality=11.28 strength=0 stock=0 cap=0 
[2026-09-12 21:53:37]	[CulturalDiffusion] inject 90,37 civ=3 culture=5 vitality=22.65 strength=5.85 stock=99.17 cap=11697.24 
[2026-09-12 21:53:37]	[CulturalDiffusion] inject 82,23 civ=3 culture=5 vitality=20.15 strength=5.61 stock=94.45 cap=11228.09 
[2026-09-12 21:53:37]	[CulturalDiffusion] inject 81,18 civ=3 culture=8 vitality=33.25 strength=9.08 stock=138.73 cap=18159.95 
[2026-09-12 21:53:37]	[CulturalDiffusion] inject 80,31 civ=3 culture=3 vitality=14.85 strength=3.62 stock=139.27 cap=7239.56 
[2026-09-12 21:53:37]	[CulturalDiffusion] frontier city=65536 ring=4 best=55.81 bar=300 over=0/23 centre=1568.69 
[2026-09-12 21:53:37]	[CulturalDiffusion] frontier city=196609 ring=4 best=304.99 bar=300 over=1/24 centre=428.47 
[2026-09-12 21:53:37]	[CulturalDiffusion] frontier city=327683 ring=4 best=428.47 bar=300 over=1/24 centre=71.31 
[2026-09-12 21:53:37]	[CulturalDiffusion] frontier city=393220 ring=4 best=0 bar=300 over=0/19 centre=354.72 
[2026-09-12 21:53:37]	[CulturalDiffusion] frontier city=458757 ring=4 best=0 bar=300 over=0/24 centre=0 
[2026-09-12 21:53:37]	[CulturalDiffusion] state bytes=1663 field=44 claims=2 locked=2 passMs=9 
[2026-09-12 21:53:37]	[CulturalDiffusion] pass: 0 flip(s), 0 pending, 0 ceded, 0 receded, confirmed 0 claim/0 cede/0 release (0 dropped), 0 orphan(s) healed, 0 inner tile(s) released to base game, 44 active field tile(s) 
[2026-09-12 21:53:37]	[CulturalDiffusion] pass (turn 141): flips=0 field tiles=19 
[2026-09-12 21:53:42]	[CDH] TURN n=6 turn=141 cd={"bytes":1663,"field":44,"claims":2,"pending":0,"recede":{"k":"83,32","owner":0,"city":327683,"claim":null,"pending":null}} far=[{"k":"88,24","types":[]},{"k":"87,24","types":[]},{"k":"86,24","types":[]}] 
[2026-09-12 21:53:53]	Tutorial: Autoplay started, auto-marking complete any active items. 
[2026-09-12 21:54:01]	[CulturalDiffusion] inject 92,32 civ=0 culture=51.7 vitality=59.19 strength=76.27 stock=2669.29 cap=152549.71 
[2026-09-12 21:54:01]	[CulturalDiffusion] inject 87,32 civ=0 culture=15 vitality=31.85 strength=27.47 stock=636.28 cap=54942.5 
[2026-09-12 21:54:01]	[CulturalDiffusion] inject 84,35 civ=0 culture=1 vitality=16.29 strength=3.74 stock=88.96 cap=7473.26 
[2026-09-12 21:54:01]	[CulturalDiffusion] inject 93,26 civ=0 culture=13 vitality=31.28 strength=24.87 stock=527.41 cap=49744.27 
[2026-09-12 21:54:01]	[CulturalDiffusion] inject 86,20 civ=0 culture=0 vitality=11.28 strength=0 stock=0 cap=0 
[2026-09-12 21:54:01]	[CulturalDiffusion] inject 90,37 civ=3 culture=5 vitality=22.65 strength=5.85 stock=125.77 cap=11697.04 
[2026-09-12 21:54:01]	[CulturalDiffusion] inject 82,23 civ=3 culture=5 vitality=20.15 strength=5.61 stock=119.85 cap=11227.9 
[2026-09-12 21:54:01]	[CulturalDiffusion] inject 81,18 civ=3 culture=8 vitality=33.25 strength=9.08 stock=182.22 cap=18159.64 
[2026-09-12 21:54:01]	[CulturalDiffusion] inject 80,31 civ=3 culture=3 vitality=14.85 strength=3.62 stock=225.01 cap=7239.44 
[2026-09-12 21:54:01]	[CulturalDiffusion] frontier city=65536 ring=4 best=114.47 bar=300 over=0/23 centre=2669.29 
[2026-09-12 21:54:01]	[CulturalDiffusion] frontier city=196609 ring=4 best=295.56 bar=300 over=0/24 centre=636.28 
[2026-09-12 21:54:01]	[CulturalDiffusion] frontier city=327683 ring=4 best=636.28 bar=300 over=1/24 centre=88.96 
[2026-09-12 21:54:01]	[CulturalDiffusion] frontier city=393220 ring=4 best=25.26 bar=300 over=0/19 centre=527.41 
[2026-09-12 21:54:01]	[CulturalDiffusion] frontier city=458757 ring=4 best=0 bar=300 over=0/24 centre=0 
[2026-09-12 21:54:01]	[CulturalDiffusion] state bytes=1962 field=52 claims=2 locked=2 passMs=9 
[2026-09-12 21:54:01]	[CulturalDiffusion] pass: 0 flip(s), 0 pending, 0 ceded, 0 receded, confirmed 0 claim/0 cede/0 release (0 dropped), 0 orphan(s) healed, 0 inner tile(s) released to base game, 52 active field tile(s) 
[2026-09-12 21:54:01]	[CulturalDiffusion] pass (turn 142): flips=0 field tiles=24 
[2026-09-12 21:54:06]	[CDH] TURN n=7 turn=142 cd={"bytes":1962,"field":52,"claims":2,"pending":0,"recede":{"k":"83,32","owner":0,"city":327683,"claim":null,"pending":null}} far=[{"k":"88,24","types":[]},{"k":"87,24","types":[]},{"k":"86,24","types":[]}] 
[2026-09-12 21:54:17]	Tutorial: Autoplay started, auto-marking complete any active items. 
[2026-09-12 21:54:25]	[CulturalDiffusion] inject 92,32 civ=0 culture=51.7 vitality=59.52 strength=76.21 stock=4069.72 cap=152414.75 
[2026-09-12 21:54:25]	[CulturalDiffusion] inject 87,32 civ=0 culture=15 vitality=31.85 strength=27.39 stock=881.09 cap=54787.21 
[2026-09-12 21:54:25]	[CulturalDiffusion] inject 84,35 civ=0 culture=1 vitality=16.29 strength=3.73 stock=107.13 cap=7452.13 
[2026-09-12 21:54:25]	[CulturalDiffusion] inject 93,26 civ=0 culture=13 vitality=31.28 strength=24.8 stock=730.63 cap=49603.67 
[2026-09-12 21:54:25]	[CulturalDiffusion] inject 86,20 civ=0 culture=0 vitality=11.28 strength=0 stock=0 cap=0 
[2026-09-12 21:54:25]	[CulturalDiffusion] inject 90,37 civ=3 culture=5 vitality=22.65 strength=5.85 stock=153.9 cap=11700.62 
[2026-09-12 21:54:25]	[CulturalDiffusion] inject 82,23 civ=3 culture=5 vitality=20.15 strength=5.62 stock=146.67 cap=11231.33 
[2026-09-12 21:54:25]	[CulturalDiffusion] inject 81,18 civ=3 culture=8 vitality=33.25 strength=9.08 stock=229.59 cap=18165.2 
[2026-09-12 21:54:25]	[CulturalDiffusion] inject 80,31 civ=3 culture=3 vitality=14.85 strength=3.62 stock=339.5 cap=7241.65 
[2026-09-12 21:54:25]	[CulturalDiffusion] frontier city=65536 ring=4 best=200.49 bar=300 over=0/23 centre=4069.72 
[2026-09-12 21:54:25]	[CulturalDiffusion] frontier city=196609 ring=4 best=573.4 bar=300 over=1/24 centre=881.09 
[2026-09-12 21:54:25]	[CulturalDiffusion] frontier city=327683 ring=4 best=881.09 bar=300 over=1/24 centre=107.13 
[2026-09-12 21:54:25]	[CulturalDiffusion] frontier city=393220 ring=4 best=111.57 bar=300 over=0/19 centre=730.63 
[2026-09-12 21:54:25]	[CulturalDiffusion] frontier city=458757 ring=4 best=0 bar=300 over=0/24 centre=0 
[2026-09-12 21:54:25]	[CulturalDiffusion] state bytes=2490 field=67 claims=2 locked=2 passMs=8 
[2026-09-12 21:54:25]	[CulturalDiffusion] pass: 0 flip(s), 0 pending, 0 ceded, 0 receded, confirmed 0 claim/0 cede/0 release (0 dropped), 0 orphan(s) healed, 0 inner tile(s) released to base game, 67 active field tile(s) 
[2026-09-12 21:54:25]	[CulturalDiffusion] pass (turn 143): flips=0 field tiles=36 
[2026-09-12 21:54:30]	[CDH] TURN n=8 turn=143 cd={"bytes":2490,"field":67,"claims":2,"pending":0,"recede":{"k":"83,32","owner":0,"city":327683,"claim":null,"pending":null}} far=[{"k":"88,24","types":[]},{"k":"87,24","types":[]},{"k":"86,24","types":[]}] 
[2026-09-12 21:54:41]	Tutorial: Autoplay started, auto-marking complete any active items. 
[2026-09-12 21:54:51]	[CulturalDiffusion] inject 92,32 civ=0 culture=51.7 vitality=60.14 strength=76.55 stock=5766.54 cap=153095.97 
[2026-09-12 21:54:51]	[CulturalDiffusion] inject 87,32 civ=0 culture=15 vitality=31.85 strength=27.42 stock=1161.21 cap=54831.25 
[2026-09-12 21:54:51]	[CulturalDiffusion] inject 84,35 civ=0 culture=1 vitality=16.29 strength=3.73 stock=125.72 cap=7458.12 
[2026-09-12 21:54:51]	[CulturalDiffusion] inject 93,26 civ=0 culture=13 vitality=31.28 strength=24.82 stock=962.96 cap=49643.54 
[2026-09-12 21:54:51]	[CulturalDiffusion] inject 86,20 civ=0 culture=0 vitality=11.28 strength=0 stock=0 cap=0 
[2026-09-12 21:54:51]	[CulturalDiffusion] inject 90,37 civ=3 culture=5 vitality=22.65 strength=5.85 stock=183.31 cap=11701.33 
[2026-09-12 21:54:51]	[CulturalDiffusion] inject 82,23 civ=3 culture=5 vitality=20.15 strength=5.62 stock=174.68 cap=11232.01 
