[2026-09-13 19:40:06]	[CDH] shell attached run5 
[2026-09-13 19:41:50]	[CulturalDiffusion] inject 84,35 civ=0 culture=1 vitality=16.29 strength=3.82 stock=38.33 cap=7640.06 
[2026-09-13 19:41:50]	[CulturalDiffusion] inject 93,26 civ=0 culture=13 vitality=26.78 strength=24.08 stock=118.82 cap=48163.33 
[2026-09-13 19:41:50]	[CulturalDiffusion] inject 86,20 civ=0 culture=0 vitality=10.87 strength=0 stock=0 cap=0 
[2026-09-13 19:41:50]	[CulturalDiffusion] inject 90,37 civ=3 culture=5 vitality=22.65 strength=8.85 stock=58.16 cap=17693.77 
[2026-09-13 19:41:50]	[CulturalDiffusion] inject 82,23 civ=3 culture=5 vitality=17.35 strength=8.06 stock=54.72 cap=16117.64 
[2026-09-13 19:41:50]	[CulturalDiffusion] inject 81,18 civ=3 culture=8 vitality=29.45 strength=13.16 stock=76 cap=26327.18 
[2026-09-13 19:41:50]	[CulturalDiffusion] inject 80,31 civ=3 culture=3 vitality=13.85 strength=5.34 stock=44.66 cap=10686.91 
[2026-09-13 19:41:50]	[CulturalDiffusion] frontier city=65536 ring=4 best=0 bar=300 over=0/23 centre=363.44 
[2026-09-13 19:41:50]	[CulturalDiffusion] frontier city=196609 ring=4 best=38.33 bar=300 over=0/24 centre=135.08 
[2026-09-13 19:41:50]	[CulturalDiffusion] frontier city=327683 ring=4 best=135.08 bar=300 over=0/24 centre=38.33 
[2026-09-13 19:41:50]	[CulturalDiffusion] frontier city=393220 ring=4 best=0 bar=300 over=0/19 centre=118.82 
[2026-09-13 19:41:50]	[CulturalDiffusion] frontier city=458757 ring=4 best=0 bar=300 over=0/24 centre=0 
[2026-09-13 19:41:50]	[CulturalDiffusion] state bytes=337 field=8 claims=0 locked=0 passMs=7 
[2026-09-13 19:41:50]	[CulturalDiffusion] pass: 0 flip(s), 0 pending, 0 ceded (0 pending), confirmed 0 claim/0 cede (0 dropped), 0 orphan(s) healed, 0 inner tile(s) released to base game, 8 active field tile(s) 
[2026-09-13 19:41:50]	[CulturalDiffusion] pass (turn 139): flips=0 field tiles=4 
[2026-09-13 19:42:06]	Tutorial: Autoplay started, auto-marking complete any active items. 
[2026-09-13 19:42:17]	[CDH] TURN n=5 turn=140 
[2026-09-13 19:42:17]	[CulturalDiffusion] inject 92,32 civ=0 culture=41.8 vitality=60.49 strength=67.1 stock=849.67 cap=134191.26 
[2026-09-13 19:42:17]	[CulturalDiffusion] inject 87,32 civ=0 culture=15 vitality=31.85 strength=27.54 stock=261.27 cap=55073.16 
[2026-09-13 19:42:17]	[CulturalDiffusion] inject 84,35 civ=0 culture=1 vitality=16.29 strength=3.75 stock=54.4 cap=7491.03 
[2026-09-13 19:42:17]	[CulturalDiffusion] inject 93,26 civ=0 culture=13 vitality=26.78 strength=23.61 stock=221.56 cap=47223.8 
[2026-09-13 19:42:17]	[CulturalDiffusion] inject 86,20 civ=0 culture=0 vitality=10.87 strength=0 stock=0 cap=0 
[2026-09-13 19:42:17]	[CulturalDiffusion] inject 90,37 civ=3 culture=5 vitality=22.65 strength=8.85 stock=90.38 cap=17696.58 
[2026-09-13 19:42:17]	[CulturalDiffusion] inject 82,23 civ=3 culture=5 vitality=20.15 strength=8.49 stock=85.31 cap=16986.81 
[2026-09-13 19:42:17]	[CulturalDiffusion] inject 81,18 civ=3 culture=8 vitality=33.25 strength=13.74 stock=127.58 cap=27473.92 
[2026-09-13 19:42:17]	[CulturalDiffusion] inject 80,31 civ=3 culture=4 vitality=14.85 strength=6.6 stock=68.51 cap=13204.69 
[2026-09-13 19:42:17]	[CulturalDiffusion] frontier city=65536 ring=4 best=19.69 bar=300 over=0/23 centre=849.67 
[2026-09-13 19:42:17]	[CulturalDiffusion] frontier city=196609 ring=4 best=54.4 bar=300 over=0/24 centre=261.27 
[2026-09-13 19:42:17]	[CulturalDiffusion] frontier city=327683 ring=4 best=261.27 bar=300 over=0/24 centre=54.4 
[2026-09-13 19:42:17]	[CulturalDiffusion] frontier city=393220 ring=4 best=0 bar=300 over=0/19 centre=221.56 
[2026-09-13 19:42:17]	[CulturalDiffusion] frontier city=458757 ring=4 best=0 bar=300 over=0/24 centre=0 
[2026-09-13 19:42:17]	[CulturalDiffusion] state bytes=597 field=16 claims=0 locked=0 passMs=9 
[2026-09-13 19:42:17]	[CulturalDiffusion] pass: 0 flip(s), 0 pending, 0 ceded (0 pending), confirmed 0 claim/0 cede (0 dropped), 0 orphan(s) healed, 0 inner tile(s) released to base game, 16 active field tile(s) 
[2026-09-13 19:42:17]	[CulturalDiffusion] pass (turn 140): flips=0 field tiles=4 
[2026-09-13 19:42:33]	Tutorial: Autoplay started, auto-marking complete any active items. 
[2026-09-13 19:42:41]	[CDH] TURN n=6 turn=141 
[2026-09-13 19:42:41]	[CulturalDiffusion] inject 92,32 civ=0 culture=41.8 vitality=60.49 strength=66.57 stock=1567.68 cap=133131.34 
[2026-09-13 19:42:41]	[CulturalDiffusion] inject 87,32 civ=0 culture=15 vitality=31.85 strength=27.32 stock=428.23 cap=54638.16 
[2026-09-13 19:42:41]	[CulturalDiffusion] inject 84,35 civ=0 culture=1 vitality=16.29 strength=3.72 stock=71.29 cap=7431.86 
[2026-09-13 19:42:41]	[CulturalDiffusion] inject 93,26 civ=0 culture=13 vitality=26.78 strength=23.43 stock=354.53 cap=46850.79 
[2026-09-13 19:42:41]	[CulturalDiffusion] inject 86,20 civ=0 culture=0 vitality=10.87 strength=0 stock=0 cap=0 
[2026-09-13 19:42:41]	[CulturalDiffusion] inject 90,37 civ=3 culture=5 vitality=22.65 strength=8.79 stock=127.25 cap=17589.9 
[2026-09-13 19:42:41]	[CulturalDiffusion] inject 82,23 civ=3 culture=5 vitality=20.15 strength=8.44 stock=120.25 cap=16884.41 
[2026-09-13 19:42:41]	[CulturalDiffusion] inject 81,18 civ=3 culture=8 vitality=33.25 strength=13.65 stock=189.93 cap=27308.3 
[2026-09-13 19:42:41]	[CulturalDiffusion] inject 80,31 civ=3 culture=4 vitality=14.85 strength=6.56 stock=95.13 cap=13125.09 
[2026-09-13 19:42:41]	[CulturalDiffusion] frontier city=65536 ring=4 best=55.78 bar=300 over=0/23 centre=1567.68 
[2026-09-13 19:42:41]	[CulturalDiffusion] frontier city=196609 ring=4 best=130.44 bar=300 over=0/24 centre=428.23 
[2026-09-13 19:42:41]	[CulturalDiffusion] frontier city=327683 ring=4 best=428.23 bar=300 over=1/24 centre=71.29 
[2026-09-13 19:42:41]	[CulturalDiffusion] frontier city=393220 ring=4 best=0 bar=300 over=0/19 centre=354.53 
[2026-09-13 19:42:41]	[CulturalDiffusion] frontier city=458757 ring=4 best=0 bar=300 over=0/24 centre=0 
[2026-09-13 19:42:41]	[CulturalDiffusion] state bytes=785 field=22 claims=0 locked=0 passMs=12 
[2026-09-13 19:42:41]	[CulturalDiffusion] pass: 0 flip(s), 0 pending, 0 ceded (0 pending), confirmed 0 claim/0 cede (0 dropped), 0 orphan(s) healed, 0 inner tile(s) released to base game, 22 active field tile(s) 
[2026-09-13 19:42:41]	[CulturalDiffusion] pass (turn 141): flips=0 field tiles=8 
[2026-09-13 19:42:57]	Tutorial: Autoplay started, auto-marking complete any active items. 
[2026-09-13 19:43:05]	[CDH] TURN n=7 turn=142 
[2026-09-13 19:43:05]	[CulturalDiffusion] inject 92,32 civ=0 culture=51.7 vitality=59.19 strength=76.25 stock=2667.58 cap=152502.47 
[2026-09-13 19:43:05]	[CulturalDiffusion] inject 87,32 civ=0 culture=15 vitality=31.85 strength=27.46 stock=635.93 cap=54925.49 
[2026-09-13 19:43:05]	[CulturalDiffusion] inject 84,35 civ=0 culture=1 vitality=16.29 strength=3.74 stock=88.94 cap=7470.94 
[2026-09-13 19:43:05]	[CulturalDiffusion] inject 93,26 civ=0 culture=13 vitality=31.28 strength=24.86 stock=527.12 cap=49728.86 
[2026-09-13 19:43:05]	[CulturalDiffusion] inject 86,20 civ=0 culture=0 vitality=10.87 strength=0 stock=0 cap=0 
[2026-09-13 19:43:05]	[CulturalDiffusion] inject 90,37 civ=3 culture=5 vitality=22.65 strength=8.8 stock=168.32 cap=17597.28 
[2026-09-13 19:43:05]	[CulturalDiffusion] inject 82,23 civ=3 culture=5 vitality=20.15 strength=8.45 stock=159.1 cap=16891.49 
[2026-09-13 19:43:05]	[CulturalDiffusion] inject 81,18 civ=3 culture=8 vitality=33.25 strength=13.66 stock=262.34 cap=27319.75 
[2026-09-13 19:43:05]	[CulturalDiffusion] inject 80,31 civ=3 culture=4 vitality=14.85 strength=6.57 stock=124.17 cap=13130.59 
[2026-09-13 19:43:05]	[CulturalDiffusion] frontier city=65536 ring=4 best=114.41 bar=300 over=0/23 centre=2667.58 
[2026-09-13 19:43:05]	[CulturalDiffusion] frontier city=196609 ring=4 best=295.37 bar=300 over=0/24 centre=635.93 
[2026-09-13 19:43:05]	[CulturalDiffusion] frontier city=327683 ring=4 best=635.93 bar=300 over=1/24 centre=88.94 
[2026-09-13 19:43:05]	[CulturalDiffusion] frontier city=393220 ring=4 best=25.24 bar=300 over=0/19 centre=527.12 
[2026-09-13 19:43:05]	[CulturalDiffusion] frontier city=458757 ring=4 best=0 bar=300 over=0/24 centre=0 
[2026-09-13 19:43:05]	[CulturalDiffusion] state bytes=1082 field=31 claims=0 locked=0 passMs=11 
[2026-09-13 19:43:05]	[CulturalDiffusion] pass: 0 flip(s), 0 pending, 0 ceded (0 pending), confirmed 0 claim/0 cede (0 dropped), 0 orphan(s) healed, 0 inner tile(s) released to base game, 31 active field tile(s) 
[2026-09-13 19:43:05]	[CulturalDiffusion] pass (turn 142): flips=0 field tiles=20 
[2026-09-13 19:43:21]	Tutorial: Autoplay started, auto-marking complete any active items. 
[2026-09-13 19:43:30]	[CDH] TURN n=8 turn=143 
[2026-09-13 19:43:30]	[CulturalDiffusion] inject 92,32 civ=0 culture=51.7 vitality=59.52 strength=75.92 stock=4061.83 cap=151836.72 
[2026-09-13 19:43:30]	[CulturalDiffusion] inject 87,32 civ=0 culture=15 vitality=31.85 strength=27.29 stock=879.66 cap=54579.43 
[2026-09-13 19:43:30]	[CulturalDiffusion] inject 84,35 civ=0 culture=1 vitality=16.29 strength=3.71 stock=107.06 cap=7423.87 
[2026-09-13 19:43:30]	[CulturalDiffusion] inject 93,26 civ=0 culture=13 vitality=31.28 strength=24.71 stock=729.47 cap=49415.55 
[2026-09-13 19:43:30]	[CulturalDiffusion] inject 86,20 civ=0 culture=0 vitality=10.87 strength=0 stock=0 cap=0 
[2026-09-13 19:43:30]	[CulturalDiffusion] inject 90,37 civ=3 culture=5 vitality=22.65 strength=8.79 stock=213.07 cap=17578.06 
[2026-09-13 19:43:30]	[CulturalDiffusion] inject 82,23 civ=3 culture=5 vitality=20.15 strength=8.44 stock=201.36 cap=16873.04 
[2026-09-13 19:43:30]	[CulturalDiffusion] inject 81,18 civ=3 culture=8 vitality=33.25 strength=13.64 stock=343.82 cap=27289.91 
[2026-09-13 19:43:30]	[CulturalDiffusion] inject 80,31 civ=3 culture=4 vitality=14.85 strength=6.56 stock=155.26 cap=13116.25 
[2026-09-13 19:43:30]	[CulturalDiffusion] frontier city=65536 ring=4 best=200.38 bar=300 over=0/23 centre=4061.83 
[2026-09-13 19:43:30]	[CulturalDiffusion] frontier city=196609 ring=4 best=573.03 bar=300 over=1/24 centre=879.66 
[2026-09-13 19:43:30]	[CulturalDiffusion] frontier city=327683 ring=4 best=879.66 bar=300 over=1/24 centre=107.06 
[2026-09-13 19:43:30]	[CulturalDiffusion] frontier city=393220 ring=4 best=111.49 bar=300 over=0/19 centre=729.47 
[2026-09-13 19:43:30]	[CulturalDiffusion] frontier city=458757 ring=4 best=0 bar=300 over=0/24 centre=0 
[2026-09-13 19:43:30]	[CulturalDiffusion] state bytes=1572 field=46 claims=0 locked=0 passMs=8 
[2026-09-13 19:43:30]	[CulturalDiffusion] pass: 0 flip(s), 0 pending, 0 ceded (0 pending), confirmed 0 claim/0 cede (0 dropped), 0 orphan(s) healed, 0 inner tile(s) released to base game, 46 active field tile(s) 
[2026-09-13 19:43:30]	[CulturalDiffusion] pass (turn 143): flips=0 field tiles=24 
[2026-09-13 19:43:46]	Tutorial: Autoplay started, auto-marking complete any active items. 
[2026-09-13 19:43:56]	[CDH] TURN n=9 turn=144 
[2026-09-13 19:43:56]	[CulturalDiffusion] inject 92,32 civ=0 culture=51.7 vitality=60.14 strength=76.05 stock=5744.79 cap=152090.12 
[2026-09-13 19:43:56]	[CulturalDiffusion] inject 87,32 civ=0 culture=15 vitality=31.85 strength=27.24 stock=1157.53 cap=54471 
[2026-09-13 19:43:56]	[CulturalDiffusion] inject 84,35 civ=0 culture=1 vitality=16.29 strength=3.7 stock=125.55 cap=7409.12 
[2026-09-13 19:43:56]	[CulturalDiffusion] inject 93,26 civ=0 culture=13 vitality=31.28 strength=24.66 stock=959.93 cap=49317.38 
[2026-09-13 19:43:56]	[CulturalDiffusion] inject 86,20 civ=0 culture=0 vitality=10.87 strength=0 stock=0 cap=0 
[2026-09-13 19:43:56]	[CulturalDiffusion] inject 90,37 civ=3 culture=5 vitality=22.65 strength=8.79 stock=261.11 cap=17581.27 
[2026-09-13 19:43:56]	[CulturalDiffusion] inject 82,23 civ=3 culture=5 vitality=20.15 strength=8.44 stock=246.67 cap=16876.12 
[2026-09-13 19:43:56]	[CulturalDiffusion] inject 81,18 civ=3 culture=8 vitality=33.25 strength=13.65 stock=433.64 cap=27294.89 
[2026-09-13 19:43:56]	[CulturalDiffusion] inject 80,31 civ=3 culture=4 vitality=14.85 strength=6.56 stock=188.15 cap=13118.65 
[2026-09-13 19:43:56]	[CulturalDiffusion] inject 79,39 civ=5 culture=1 vitality=3.7 strength=1.66 stock=10 cap=3319.28 
[2026-09-13 19:43:56]	[CulturalDiffusion] frontier city=65536 ring=4 best=317.57 bar=300 over=1/23 centre=5744.79 
[2026-09-13 19:43:56]	[CulturalDiffusion] frontier city=196609 ring=4 best=990.18 bar=300 over=1/24 centre=1157.53 
[2026-09-13 19:43:56]	[CulturalDiffusion] frontier city=327683 ring=4 best=1157.53 bar=300 over=1/24 centre=125.55 
[2026-09-13 19:43:56]	[CulturalDiffusion] frontier city=393220 ring=4 best=280.81 bar=300 over=0/19 centre=959.93 
[2026-09-13 19:43:56]	[CulturalDiffusion] frontier city=458757 ring=4 best=0 bar=300 over=0/24 centre=0 
[2026-09-13 19:43:56]	[CulturalDiffusion] state bytes=2073 field=62 claims=0 locked=0 passMs=10 
[2026-09-13 19:43:56]	[CulturalDiffusion] pass: 0 flip(s), 0 pending, 0 ceded (0 pending), confirmed 0 claim/0 cede (0 dropped), 0 orphan(s) healed, 0 inner tile(s) released to base game, 62 active field tile(s) 
[2026-09-13 19:43:56]	[CulturalDiffusion] pass (turn 144): flips=0 field tiles=24 
[2026-09-13 19:44:12]	Tutorial: Autoplay started, auto-marking complete any active items. 
[2026-09-13 19:44:27]	[CDH] TURN n=10 turn=145 
[2026-09-13 19:44:27]	[CulturalDiffusion] inject 92,32 civ=0 culture=51.7 vitality=71.32 strength=81.16 stock=7849.13 cap=162328.04 
[2026-09-13 19:44:27]	[CulturalDiffusion] inject 87,32 civ=0 culture=15 vitality=31.85 strength=27.39 stock=1469.51 cap=54771.37 
[2026-09-13 19:44:27]	[CulturalDiffusion] inject 84,35 civ=0 culture=1 vitality=26 strength=4.39 stock=147.31 cap=8774.99 
[2026-09-13 19:44:27]	[CulturalDiffusion] inject 93,26 civ=0 culture=13 vitality=35 strength=25.79 stock=1230.41 cap=51581.38 
[2026-09-13 19:44:27]	[CulturalDiffusion] inject 86,20 civ=0 culture=0 vitality=10.87 strength=0 stock=0 cap=0 
[2026-09-13 19:44:27]	[CulturalDiffusion] inject 90,37 civ=3 culture=5 vitality=22.65 strength=8.67 stock=311.31 cap=17338.13 
[2026-09-13 19:44:27]	[CulturalDiffusion] inject 82,23 civ=3 culture=5 vitality=20.15 strength=8.32 stock=293.95 cap=16642.73 
[2026-09-13 19:44:27]	[CulturalDiffusion] inject 81,18 civ=3 culture=8 vitality=33.25 strength=13.46 stock=529.5 cap=26917.42 
[2026-09-13 19:44:27]	[CulturalDiffusion] inject 80,31 civ=3 culture=4 vitality=16.3 strength=6.68 stock=223.25 cap=13366.03 
[2026-09-13 19:44:27]	[CulturalDiffusion] inject 79,39 civ=5 culture=1 vitality=6.2 strength=1.95 stock=20.88 cap=3894.49 
[2026-09-13 19:44:27]	[CulturalDiffusion] frontier city=65536 ring=4 best=469.4 bar=300 over=1/23 centre=7849.13 
[2026-09-13 19:44:27]	[CulturalDiffusion] frontier city=196609 ring=4 best=1571.6 bar=300 over=2/24 centre=1469.51 
[2026-09-13 19:44:27]	[CulturalDiffusion] frontier city=327683 ring=4 best=1469.51 bar=300 over=3/24 centre=147.31 
[2026-09-13 19:44:27]	[CulturalDiffusion] frontier city=393220 ring=4 best=572.78 bar=300 over=1/19 centre=1230.41 
[2026-09-13 19:44:27]	[CulturalDiffusion] frontier city=458757 ring=4 best=0 bar=300 over=0/24 centre=0 
[2026-09-13 19:44:27]	[CulturalDiffusion] state bytes=2505 field=75 claims=0 locked=0 passMs=9 
[2026-09-13 19:44:27]	[CulturalDiffusion] pass: 0 flip(s), 0 pending, 0 ceded (0 pending), confirmed 0 claim/0 cede (0 dropped), 0 orphan(s) healed, 0 inner tile(s) released to base game, 75 active field tile(s) 
[2026-09-13 19:44:27]	[CulturalDiffusion] pass (turn 145): flips=0 field tiles=24 
[2026-09-13 19:44:43]	Tutorial: Autoplay started, auto-marking complete any active items. 
[2026-09-13 19:44:54]	[CDH] TURN n=11 turn=146 
[2026-09-13 19:44:54]	[CulturalDiffusion] inject 92,32 civ=0 culture=51.7 vitality=71.32 strength=81.64 stock=10266.94 cap=163278.51 
[2026-09-13 19:44:54]	[CulturalDiffusion] inject 87,32 civ=0 culture=15 vitality=31.85 strength=27.55 stock=1814.01 cap=55092.07 
[2026-09-13 19:44:54]	[CulturalDiffusion] inject 84,35 civ=0 culture=1 vitality=26 strength=4.41 stock=169.69 cap=8826.37 
[2026-09-13 19:44:54]	[CulturalDiffusion] inject 93,26 civ=0 culture=13 vitality=35.6 strength=26.1 stock=1532.42 cap=52192.99 
[2026-09-13 19:44:54]	[CulturalDiffusion] inject 86,20 civ=0 culture=0 vitality=20.69 strength=0 stock=0 cap=0 
[2026-09-13 19:44:54]	[CulturalDiffusion] inject 90,37 civ=3 culture=5 vitality=22.65 strength=8.33 stock=361.7 cap=16669.02 
[2026-09-13 19:44:54]	[CulturalDiffusion] inject 82,23 civ=3 culture=5 vitality=20.15 strength=8 stock=341.38 cap=16000.46 
[2026-09-13 19:44:54]	[CulturalDiffusion] inject 81,18 civ=3 culture=8 vitality=33.25 strength=12.94 stock=627.34 cap=25878.63 
[2026-09-13 19:44:54]	[CulturalDiffusion] inject 80,31 civ=3 culture=4 vitality=16.3 strength=6.43 stock=258.27 cap=12850.22 
[2026-09-13 19:44:54]	[CulturalDiffusion] inject 79,39 civ=5 culture=1 vitality=6.2 strength=1.9 stock=32.2 cap=3791.9 
[2026-09-13 19:44:54]	[CulturalDiffusion] frontier city=65536 ring=4 best=659.11 bar=300 over=1/23 centre=10266.94 
[2026-09-13 19:44:54]	[CulturalDiffusion] frontier city=196609 ring=4 best=2355.42 bar=300 over=2/24 centre=1814.01 
[2026-09-13 19:44:54]	[CulturalDiffusion] frontier city=327683 ring=4 best=1814.01 bar=300 over=3/24 centre=169.69 
[2026-09-13 19:44:54]	[CulturalDiffusion] frontier city=393220 ring=4 best=956.92 bar=300 over=2/19 centre=1532.42 
[2026-09-13 19:44:54]	[CulturalDiffusion] frontier city=458757 ring=4 best=0 bar=300 over=0/24 centre=0 
[2026-09-13 19:44:54]	[CulturalDiffusion] state bytes=2671 field=80 claims=0 locked=0 passMs=9 
[2026-09-13 19:44:54]	[CulturalDiffusion] pass: 0 flip(s), 0 pending, 0 ceded (0 pending), confirmed 0 claim/0 cede (0 dropped), 0 orphan(s) healed, 0 inner tile(s) released to base game, 80 active field tile(s) 
[2026-09-13 19:44:54]	[CulturalDiffusion] pass (turn 146): flips=0 field tiles=24 
[2026-09-13 19:45:11]	Tutorial: Autoplay started, auto-marking complete any active items. 
[2026-09-13 19:45:19]	[CDH] TURN n=12 turn=147 
[2026-09-13 19:45:19]	[CulturalDiffusion] inject 92,32 civ=0 culture=51.7 vitality=71.32 strength=80.58 stock=12924.79 cap=161158.13 
[2026-09-13 19:45:19]	[CulturalDiffusion] inject 87,32 civ=0 culture=15 vitality=31.85 strength=27.19 stock=2180.79 cap=54376.63 
[2026-09-13 19:45:19]	[CulturalDiffusion] inject 84,35 civ=0 culture=1 vitality=26 strength=4.36 stock=192.18 cap=8711.75 
[2026-09-13 19:45:19]	[CulturalDiffusion] inject 93,26 civ=0 culture=13 vitality=35.6 strength=25.76 stock=1855.32 cap=51515.19 
[2026-09-13 19:45:19]	[CulturalDiffusion] inject 86,20 civ=0 culture=0 vitality=20.69 strength=0 stock=0 cap=0 
[2026-09-13 19:45:19]	[CulturalDiffusion] inject 90,37 civ=3 culture=5 vitality=22.95 strength=10.59 stock=430.63 cap=21183.95 
[2026-09-13 19:45:19]	[CulturalDiffusion] inject 82,23 civ=3 culture=5 vitality=20.45 strength=10.17 stock=406.11 cap=20345.84 
